id,category,typst,typst_kind,docx,docx_part,typst_to_docx,docx_to_typst,implementation_t2d,implementation_d2t,notes
M0300,Layout / reference inventory,h spacing,value/element,"tabs, run spacing, indents, or literal spacing",word/document.xml,approximate,approximate,partial,partial,"Dimensions can be stored in multiple OOXML unit systems; relative layout may require resolving against a page, column, cell, or drawing frame."
M0301,Layout / reference inventory,v spacing,value/element,paragraph before/after spacing or empty paragraph,word/document.xml,approximate,approximate,partial,partial,"Dimensions can be stored in multiple OOXML unit systems; relative layout may require resolving against a page, column, cell, or drawing frame."
M0302,Layout / reference inventory,padding,value/element,"cell margins, paragraph indents, or text-box margins",word/document.xml,approximate,approximate,partial,partial,"Dimensions can be stored in multiple OOXML unit systems; relative layout may require resolving against a page, column, cell, or drawing frame."
M0303,Export / reference inventory,pdf.data-cell,export element/configuration,table-cell semantics and accessibility metadata,package-specific,approximate,none,partial,none,Export-only behavior is not part of WordprocessingML's document semantics and is retained in the original Typst source.
M0304,Export / reference inventory,pdf.header-cell,export element/configuration,w:tblHeader plus cell semantics,package-specific,high,none,partial,none,Export-only behavior is not part of WordprocessingML's document semantics and is retained in the original Typst source.
M0305,Export / reference inventory,pdf.table-summary,export element/configuration,w:tblDescription / accessibility metadata,package-specific,high,none,partial,none,Export-only behavior is not part of WordprocessingML's document semantics and is retained in the original Typst source.
M0306,Export / reference inventory,html.elem,export element/configuration,native Word content or altChunk HTML,package-specific,approximate,none,partial,none,Export-only behavior is not part of WordprocessingML's document semantics and is retained in the original Typst source.
M0307,Export / reference inventory,html.typed,export element/configuration,native Word content or custom XML/altChunk,package-specific,approximate,none,partial,none,Export-only behavior is not part of WordprocessingML's document semantics and is retained in the original Typst source.
M0308,Export / reference inventory,png export,export element/configuration,no source-level DOCX control; raster image when embedded,package-specific,none,none,none,none,Export-only behavior is not part of WordprocessingML's document semantics and is retained in the original Typst source.
M0309,Export / reference inventory,svg export,export element/configuration,no source-level DOCX control; SVG image when embedded,package-specific,none,none,none,none,Export-only behavior is not part of WordprocessingML's document semantics and is retained in the original Typst source.
M0310,DOCX-specific,project files/assets and exact payload,closest Typst representation,OPC package parts and relationships,multiple OOXML parts,preserve,preserve,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0311,DOCX-specific,asset MIME/type knowledge,closest Typst representation,[Content_Types].xml,multiple OOXML parts,preserve,preserve,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0312,DOCX-specific,document metadata,closest Typst representation,core properties,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0313,DOCX-specific,document/app metadata,closest Typst representation,extended properties,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0314,DOCX-specific,metadata dictionary,closest Typst representation,custom properties,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0315,DOCX-specific,set/show rules or direct properties,closest Typst representation,styles.xml paragraph styles,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0316,DOCX-specific,text wrappers,closest Typst representation,styles.xml character styles,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0317,DOCX-specific,table styling/show rules,closest Typst representation,table styles,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0318,DOCX-specific,no visible counterpart,closest Typst representation,latent styles and style gallery metadata,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0319,DOCX-specific,explicit colors/fonts,closest Typst representation,theme colors and fonts,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0320,DOCX-specific,font names,closest Typst representation,font table,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0321,DOCX-specific,list/enum,closest Typst representation,numbering abstractNum/num/lvl,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0322,DOCX-specific,image marker,closest Typst representation,picture bullets,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0323,DOCX-specific,page/column/section wrapper,closest Typst representation,section break types continuous/next/even/odd,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0324,DOCX-specific,conditional page header/footer,closest Typst representation,different first/odd/even headers and footers,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0325,DOCX-specific,page background/foreground drawing,closest Typst representation,page borders,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0326,DOCX-specific,no native general counterpart,closest Typst representation,line numbering,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0327,DOCX-specific,layout settings,closest Typst representation,document grid / East Asian layout grid,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0328,DOCX-specific,block fill/stroke,closest Typst representation,paragraph borders and shading,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0329,DOCX-specific,par tabs,closest Typst representation,paragraph tabs,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0330,DOCX-specific,placed large initial,closest Typst representation,drop caps / framePr,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0331,DOCX-specific,text effects,closest Typst representation,run emboss/imprint/outline/shadow,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0332,DOCX-specific,vector text/image,closest Typst representation,WordArt / text effects,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0333,DOCX-specific,text language / raw metadata,closest Typst representation,proofing language/noProof,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0334,DOCX-specific,Unicode/special spacing,closest Typst representation,soft hyphen/no-break hyphen,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0335,DOCX-specific,Typst counter/ref/date/link or typx_field,closest Typst representation,simple fields w:fldSimple,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0336,DOCX-specific,Typst counter/ref/date/link or typx_field,closest Typst representation,complex fields fldChar/instrText,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0337,DOCX-specific,content control/raw wrapper,closest Typst representation,form fields,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0338,DOCX-specific,labels,closest Typst representation,bookmarks,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0339,DOCX-specific,no direct counterpart,closest Typst representation,permissions ranges,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0340,DOCX-specific,no direct counterpart,closest Typst representation,document protection,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0341,DOCX-specific,typx_change visible wrapper,closest Typst representation,tracked insertions/deletions,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0342,DOCX-specific,typx_change/raw revision,closest Typst representation,tracked moves,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0343,DOCX-specific,raw OOXML,closest Typst representation,property-change revisions,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0344,DOCX-specific,typx comment anchors and appendix,closest Typst representation,comments,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0345,DOCX-specific,comment metadata/raw,closest Typst representation,threaded comments / replies / resolved state,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0346,DOCX-specific,footnote,closest Typst representation,footnotes,multiple OOXML parts,exact,exact,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0347,DOCX-specific,raw/typx wrapper,closest Typst representation,endnotes,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0348,DOCX-specific,typx_sdt wrapper,closest Typst representation,content controls rich/plain text,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0349,DOCX-specific,typx_sdt wrapper,closest Typst representation,checkbox/date/dropdown/combo/picture content controls,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0350,DOCX-specific,typx_sdt/raw,closest Typst representation,repeating-section content controls,multiple OOXML parts,preserve,preserve,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0351,DOCX-specific,typx_sdt data binding metadata,closest Typst representation,data-bound content controls,multiple OOXML parts,preserve,preserve,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0352,DOCX-specific,raw payload or source asset,closest Typst representation,custom XML parts,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0353,DOCX-specific,raw inline wrapper,closest Typst representation,smart tags,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0354,DOCX-specific,raw block with fallback,closest Typst representation,altChunk HTML/RTF/MHTML,multiple OOXML parts,preserve,preserve,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0355,DOCX-specific,image,closest Typst representation,DrawingML inline pictures,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0356,DOCX-specific,place/image,closest Typst representation,floating drawings and text wrapping,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0357,DOCX-specific,image/raw OOXML,closest Typst representation,VML legacy drawings,multiple OOXML parts,preserve,preserve,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0358,DOCX-specific,shape/image/block,closest Typst representation,shapes and text boxes,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0359,DOCX-specific,image/raw,closest Typst representation,grouped drawings,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0360,DOCX-specific,rendered image plus raw chart parts,closest Typst representation,charts,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0361,DOCX-specific,rendered image plus raw diagram parts,closest Typst representation,SmartArt diagrams,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0362,DOCX-specific,attachment/link/raw,closest Typst representation,embedded OLE objects,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0363,DOCX-specific,asset/raw,closest Typst representation,embedded packages,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0364,DOCX-specific,no `.docx` counterpart,closest Typst representation,macros in DOCM,multiple OOXML parts,none,none,none,none,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0365,DOCX-specific,Typst math,closest Typst representation,OMML equations,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0366,DOCX-specific,no direct counterpart,closest Typst representation,mail merge settings/data source,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0367,DOCX-specific,bibliography/cite,closest Typst representation,bibliography sources,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0368,DOCX-specific,include/template source,closest Typst representation,glossary document/building blocks,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0369,DOCX-specific,metadata/state,closest Typst representation,document variables,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0370,DOCX-specific,no direct counterpart,closest Typst representation,web settings,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0371,DOCX-specific,no direct counterpart,closest Typst representation,printer settings,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0372,DOCX-specific,font reference only,closest Typst representation,embedded fonts/font obfuscation,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0373,DOCX-specific,no semantic counterpart,closest Typst representation,digital signatures,multiple OOXML parts,none,none,none,none,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0374,DOCX-specific,outside unencrypted DOCX model,closest Typst representation,IRM/encryption,multiple OOXML parts,none,none,none,none,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0375,DOCX-specific,selected fallback plus raw OOXML,closest Typst representation,MCE AlternateContent,multiple OOXML parts,preserve,preserve,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0376,DOCX-specific,native approximation plus raw OOXML,closest Typst representation,Word 2010–2026 w14/w15/w16 extensions,multiple OOXML parts,preserve,preserve,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0377,DOCX-specific,image alt text,closest Typst representation,accessibility image descriptions,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0378,DOCX-specific,figure/table caption metadata,closest Typst representation,table captions/descriptions,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0379,DOCX-specific,par spacing/leading,closest Typst representation,w:pPr/w:spacing before/after/line/lineRule,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0380,DOCX-specific,par indents,closest Typst representation,w:pPr/w:ind left/right/firstLine/hanging/start/end,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0381,DOCX-specific,par alignment,closest Typst representation,w:pPr/w:jc and w:jc/@w:val variants,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0382,DOCX-specific,par keep/pagebreak behavior,closest Typst representation,"w:pPr/w:keepNext, w:keepLines, w:pageBreakBefore",multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0383,DOCX-specific,par widow/orphan and spacing behavior,closest Typst representation,w:pPr/w:widowControl and contextualSpacing,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0384,DOCX-specific,heading outline level,closest Typst representation,w:pPr/w:outlineLvl,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0385,DOCX-specific,text/par direction,closest Typst representation,w:pPr/w:bidi and w:textDirection,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0386,DOCX-specific,par mirror/line-number settings,closest Typst representation,w:pPr mirrorIndents/suppressLineNumbers,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0387,DOCX-specific,East Asian line-breaking settings,closest Typst representation,w:pPr kinsoku/wordWrap/overflowPunct,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0388,DOCX-specific,script-aware spacing settings,closest Typst representation,w:pPr autoSpaceDE/autoSpaceDN/adjustRightInd,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0389,DOCX-specific,layout hints,closest Typst representation,w:pPr snapToGrid/textAlignment/textboxTightWrap,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0390,DOCX-specific,text font selection,closest Typst representation,w:rPr/w:rFonts ascii/hAnsi/eastAsia/cs/theme,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0391,DOCX-specific,strong/emph/underline/strike,closest Typst representation,w:rPr bold/italic/underline/strike/dstrike,multiple OOXML parts,exact,exact,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0392,DOCX-specific,uppercase/smallcaps/hide,closest Typst representation,w:rPr caps/smallCaps/vanish,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0393,DOCX-specific,super/sub/baseline,closest Typst representation,w:rPr vertAlign/position,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0394,DOCX-specific,text fill/highlight,closest Typst representation,w:rPr color/highlight/shading,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0395,DOCX-specific,text size/tracking/stretch,closest Typst representation,w:rPr sz/szCs/spacing/w,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0396,DOCX-specific,language/direction/proofing,closest Typst representation,w:rPr lang/rtl/cs/noProof,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0397,DOCX-specific,text effects,closest Typst representation,w:rPr emboss/imprint/outline/shadow,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0398,DOCX-specific,kerning/fitted run/layout hint,closest Typst representation,w:rPr kern/fitText/snapToGrid,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0399,DOCX-specific,script/layout/visibility metadata,closest Typst representation,w:rPr eastAsianLayout/specVanish/webHidden,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0400,DOCX-specific,table width/alignment/layout,closest Typst representation,"w:tblPr/w:tblW, w:jc, w:tblLayout",multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0401,DOCX-specific,table/cell strokes,closest Typst representation,w:tblBorders and w:tcBorders,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0402,DOCX-specific,table/cell padding,closest Typst representation,w:tblCellMar and w:tcMar,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0403,DOCX-specific,table show-rule/style metadata,closest Typst representation,w:tblStyle and w:tblLook,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0404,DOCX-specific,right-to-left table order,closest Typst representation,w:bidiVisual,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0405,DOCX-specific,table caption/description,closest Typst representation,w:tblCaption and w:tblDescription,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0406,DOCX-specific,header row/splitting/height,closest Typst representation,"w:trPr/w:tblHeader, cantSplit, trHeight",multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0407,DOCX-specific,table cell colspan/rowspan,closest Typst representation,w:tcPr/w:gridSpan and w:vMerge,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0408,DOCX-specific,cell width/fill/alignment/direction,closest Typst representation,"w:tcPr/w:tcW, shd, vAlign, textDirection",multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0409,DOCX-specific,resolved table styling,closest Typst representation,w:tblPrEx and conditional table formatting,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0410,DOCX-specific,typx_change/raw table revision,closest Typst representation,table row/cell insertion/deletion revisions,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0411,DOCX-specific,page size/orientation/margins/gutter,closest Typst representation,w:sectPr/w:pgSz and w:pgMar,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0412,DOCX-specific,page columns,closest Typst representation,w:sectPr/w:cols including unequal columns,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0413,DOCX-specific,page-number start/format,closest Typst representation,w:sectPr/w:pgNumType,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0414,DOCX-specific,page headers/footers,closest Typst representation,w:sectPr headerReference/footerReference,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0415,DOCX-specific,first/even/odd page variants,closest Typst representation,w:sectPr titlePg/evenAndOddHeaders,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0416,DOCX-specific,line numbering,closest Typst representation,w:sectPr/w:lnNumType,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0417,DOCX-specific,vertical page alignment,closest Typst representation,w:sectPr/w:vAlign,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0418,DOCX-specific,note placement/numbering metadata,closest Typst representation,w:sectPr/w:footnotePr and w:endnotePr,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0419,DOCX-specific,printer paper source,closest Typst representation,w:sectPr/w:paperSrc,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0420,DOCX-specific,field update hint,closest Typst representation,w:settings/w:updateFields,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0421,DOCX-specific,default tab width,closest Typst representation,w:settings/w:defaultTabStop,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0422,DOCX-specific,revision-preservation policy,closest Typst representation,w:settings/w:trackRevisions and revision view,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0423,DOCX-specific,converter compatibility metadata,closest Typst representation,w:settings compatibility settings,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0424,DOCX-specific,hyphenation policy,closest Typst representation,w:settings autoHyphenation/consecutiveHyphenLimit,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0425,DOCX-specific,application view settings,closest Typst representation,w:settings zoom/view/displayBackgroundShape,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
